id,label
9292,0.00000
12026,0.62112
9688,0.00000
4392,0.00000
779,1.00000
2768,0.99990
2399,0.00000
12225,0.89338
10947,0.00000
1780,0.00000
11631,0.00000
8478,1.00000
7940,0.00000
5102,0.00000
1704,1.00000
5967,0.00000
1261,1.00000
11882,1.00000
3237,1.00000
10222,0.99992
10854,1.00000
6810,0.00490
8615,1.00000
6014,0.00003
7161,1.00000
7934,1.00000
6549,1.00000
2715,0.00000
6139,1.00000
6873,0.00000
4470,0.00000
9417,1.00000
8911,0.00000
878,0.99350
10159,0.99999
8553,0.00000
7897,0.00002
2271,1.00000
6094,1.00000
10906,0.00000
6945,0.01357
9578,0.00001
1839,0.00000
11121,0.00495
6599,1.00000
2047,0.00000
6138,0.00000
4267,1.00000
552,1.00000
400,0.99365
6248,0.99999
5652,0.00000
9810,0.00000
8888,1.00000
10198,0.00000
11471,0.02093
10110,1.00000
4105,0.00000
8611,1.00000
10511,0.00000
5383,1.00000
2143,1.00000
7852,0.00000
3770,0.99843
4876,0.99230
2212,1.00000
2012,0.00000
3983,0.00000
2461,0.00000
10397,0.00000
5629,1.00000
4943,0.00000
10266,0.00000
9386,0.99876
4330,1.00000
9236,0.00000
7967,0.99999
11760,1.00000
5375,1.00000
9806,1.00000
5957,1.00000
8877,0.99628
9518,0.00000
11161,0.99564
3400,1.00000
8492,0.00000
6469,1.00000
7942,0.00000
5692,1.00000
11641,0.00000
2891,1.00000
9986,1.00000
5870,0.00017
6521,0.00000
6072,1.00000
7566,0.00000
9128,1.00000
6760,0.00000
4223,1.00000
11519,1.00000
11417,0.74613
10001,0.00000
11081,0.99999
909,0.00000
6856,1.00000
3201,0.95597
3025,0.00000
7720,0.00010
7112,1.00000
7206,1.00000
4144,1.00000
2265,0.00000
1757,0.99974
11858,0.00000
12125,0.01939
9731,1.00000
4536,0.00000
11140,1.00000
12337,1.00000
3623,1.00000
4246,0.99998
9493,1.00000
3980,0.21634
1036,0.99998
820,0.00000
1407,0.00000
941,0.00002
2534,0.00000
8486,1.00000
12261,0.00000
10847,1.00000
5245,0.00000
11264,0.00000
2885,1.00000
3841,0.00000
5620,0.99975
430,1.00000
12182,0.99995
10628,0.00000
9028,0.00000
5372,0.00000
9447,0.00000
9736,0.01729
7423,1.00000
3083,1.00000
8643,0.99999
833,1.00000
6922,0.00000
4898,0.99995
3736,0.99994
9605,0.00673
905,0.00000
10264,0.00000
2312,0.00000
6015,0.00000
8921,0.00000
10621,0.00000
4039,0.00055
4558,0.99930
11410,0.00000
4665,1.00000
3635,0.00000
303,0.00000
126,0.95268
1180,1.00000
9359,0.00000
7217,0.00000
12380,1.00000
1318,1.00000
11415,0.00001
11046,1.00000
2213,0.00000
1814,1.00000
4845,0.00000
10666,1.00000
3910,0.99969
10771,1.00000
6311,0.00000
5983,0.53103
8228,1.00000
4271,0.00000
10449,1.00000
3038,1.00000
4173,1.00000
3056,0.00000
3105,0.99953
12196,1.00000
4100,0.00000
8264,1.00000
9235,0.00000
5076,0.00000
7857,0.00000
9414,1.00000
7510,1.00000
7535,0.00051
7047,1.00000
7657,0.00000
3531,0.00000
6776,0.00000
9415,0.99999
2348,0.00000
9771,1.00000
7151,0.00002
5519,1.00000
4613,0.00000
5161,0.00000
5759,1.00000
12107,1.00000
4636,0.99567
5997,1.00000
10489,0.00000
7065,1.00000
9384,0.00000
10269,0.99964
4175,1.00000
487,0.00000
11965,0.11451
12060,1.00000
7902,1.00000
4628,1.00000
1497,1.00000
5275,0.00376
7726,0.00175
9169,1.00000
7030,0.00000
9813,0.00000
10812,0.00000
10631,0.00000
12350,1.00000
9544,0.99998
8383,0.00003
2436,0.00000
8117,0.99963
11664,0.00000
10176,1.00000
9577,1.00000
5633,0.99660
10185,1.00000
8822,0.99999
9602,1.00000
9587,0.00000
11930,0.00002
12016,0.00000
2999,0.00000
3323,1.00000
7501,0.00000
3379,0.00000
8947,1.00000
5290,0.00011
3508,1.00000
6849,0.99999
4823,1.00000
1447,0.37097
3844,1.00000
5056,1.00000
11883,1.00000
3636,0.00000
6131,0.00000
10389,0.00000
12030,0.01254
6223,1.00000
9877,0.00000
10319,0.99657
5376,1.00000
4375,1.00000
6805,0.00061
8557,1.00000
10202,1.00000
8787,0.00000
5705,0.99999
7734,1.00000
7981,1.00000
8756,1.00000
11612,0.00000
3506,0.99830
1926,0.00000
9970,0.98363
1957,0.00000
9954,1.00000
9631,0.08912
18,1.00000
8957,0.00000
12327,0.00000
4679,0.99999
8622,1.00000
718,1.00000
4108,1.00000
4205,0.00000
9613,1.00000
8061,1.00000
3624,0.00000
5989,1.00000
10466,1.00000
10184,0.00000
7470,1.00000
11838,1.00000
9307,0.00010
9823,1.00000
777,1.00000
11012,0.99998
5219,0.00000
8885,0.00000
8898,1.00000
3051,1.00000
2341,0.00000
10135,1.00000
1120,0.00000
6255,1.00000
12178,1.00000
6590,1.00000
4816,0.99999
6426,1.00000
5070,1.00000
3778,1.00000
753,0.00000
248,0.00000
4794,1.00000
3459,1.00000
768,1.00000
5624,0.00000
11624,0.02191
6969,0.00000
8238,1.00000
8050,0.99998
502,0.00000
7017,1.00000
11870,1.00000
1313,0.00000
6872,1.00000
383,1.00000
12181,0.00000
8740,0.99999
2311,1.00000
547,1.00000
3428,0.00000
796,0.00647
5052,0.99979
8375,0.99921
10955,0.00000
4676,1.00000
7873,1.00000
7514,0.25809
12214,0.00000
11778,1.00000
4887,1.00000
10305,1.00000
5864,0.65331
1317,0.99921
10607,0.00000
7044,0.00000
880,0.00000
8057,1.00000
8830,1.00000
3527,1.00000
9742,0.99995
8713,1.00000
9824,0.00000
5067,1.00000
7450,1.00000
8851,0.00000
10189,1.00000
478,0.00000
5271,1.00000
11416,1.00000
11541,1.00000
11789,1.00000
626,1.00000
8537,0.00000
7767,0.00000
11173,1.00000
7544,1.00000
246,0.00159
1924,0.00000
922,1.00000
6728,1.00000
9864,0.00000
1576,1.00000
9851,1.00000
5803,0.00000
10224,0.00000
635,0.08535
2910,1.00000
11618,0.00000
6737,1.00000
7909,1.00000
11241,0.99997
3312,1.00000
848,1.00000
2285,1.00000
11221,0.00162
10973,1.00000
12498,1.00000
7181,1.00000
11510,1.00000
11179,0.00000
11338,0.00297
9465,1.00000
3333,0.00000
2842,0.99486
3915,1.00000
11128,1.00000
8213,0.99999
3835,0.00000
8657,0.00000
9599,1.00000
6812,0.00000
3676,1.00000
1941,1.00000
3253,1.00000
3962,1.00000
9866,1.00000
6952,1.00000
10480,0.00000
11072,0.00716
9769,1.00000
6869,1.00000
9897,0.00000
5506,0.03074
1290,1.00000
9516,1.00000
5562,1.00000
12269,1.00000
2667,0.00000
9998,0.00000
2002,1.00000
3986,1.00000
355,1.00000
6353,0.00000
12258,0.00046
6124,0.00000
8569,1.00000
5141,0.95188
6337,0.00001
9314,0.00000
2177,1.00000
222,1.00000
12003,0.00000
2480,0.00000
4209,0.00000
4141,1.00000
3693,1.00000
10905,1.00000
6624,0.00000
3306,0.00000
5369,0.99998
7960,0.00007
6430,0.00000
7531,0.99996
433,1.00000
4744,0.99953
7036,1.00000
10963,1.00000
354,0.76568
154,0.00000
6436,1.00000
5942,0.00000
1760,0.00000
8456,0.00000
5770,0.00000
12500,0.00000
8410,0.00001
3656,0.00000
7145,0.00000
6344,0.00000
10043,1.00000
8248,1.00000
32,0.21969
7456,0.00000
12299,0.00000
821,1.00000
7932,1.00000
3320,0.00000
12335,0.00001
7697,0.00000
2918,0.00470
1114,1.00000
3351,1.00000
10299,0.00239
3821,0.00000
6636,1.00000
8422,1.00000
8251,0.00000
5693,1.00000
2299,0.00002
3690,1.00000
10338,0.00023
610,1.00000
6876,0.99892
2880,0.00000
969,1.00000
9354,0.99996
5063,1.00000
9027,1.00000
7408,0.00007
3731,0.00000
8996,0.00000
9966,0.00000
10213,0.29431
4005,0.00000
8225,0.00000
4024,1.00000
2426,0.00000
9915,0.00000
12476,1.00000
490,1.00000
8869,1.00000
12011,0.99999
2777,0.99987
10663,1.00000
8915,0.99977
12169,0.00000
10874,0.00000
4321,0.96904
2592,0.00000
210,0.00000
1296,0.00000
6543,0.00006
7534,1.00000
10010,1.00000
10676,0.00003
3793,1.00000
9538,0.00000
10273,0.00000
7851,0.00000
8559,1.00000
1974,0.00000
10133,0.00000
10374,1.00000
1330,0.00000
5188,1.00000
12399,0.00000
920,0.00000
387,0.00012
9886,1.00000
11015,1.00000
7376,0.00038
5710,0.00000
10044,0.00000
5841,0.00005
6049,1.00000
9152,0.65144
8190,1.00000
4625,0.00042
1093,0.99996
5329,0.00000
10108,1.00000
11765,1.00000
10113,1.00000
7638,0.00000
9763,0.00000
4084,0.00000
11538,0.00000
1772,0.00002
10274,0.00000
9803,0.00000
2019,0.00000
1651,0.00000
12314,1.00000
1470,1.00000
925,0.00000
7195,1.00000
8935,1.00000
3655,1.00000
1765,0.00000
183,0.00001
7809,0.00001
12035,0.99928
10013,0.00000
8555,0.00000
4688,0.00010
5047,0.00000
10584,0.99733
6427,0.00000
9912,1.00000
3080,0.00000
2945,1.00000
12409,0.99999
4464,0.99999
10345,1.00000
8247,0.00000
3947,1.00000
11404,0.00000
2516,0.00000
11047,1.00000
5908,1.00000
4732,1.00000
1211,1.00000
4476,0.00000
4630,0.93419
280,1.00000
4804,1.00000
9420,1.00000
3001,1.00000
1480,0.00000
11361,0.00002
7375,1.00000
2853,0.00000
5812,0.15323
1842,1.00000
9503,0.00000
10378,0.00000
4663,0.00000
4011,0.00000
11860,0.00000
2850,0.00000
8268,0.00013
1239,0.00083
7458,1.00000
3897,1.00000
12439,1.00000
2098,0.99830
12375,1.00000
10223,0.00000
3617,0.00000
74,1.00000
5906,0.00000
2781,0.00000
806,1.00000
9737,0.00000
1915,0.99999
12266,0.83580
6295,1.00000
7831,0.00001
10060,0.99982
8267,1.00000
484,0.00000
5466,0.00000
5370,1.00000
6682,0.00000
1380,0.67656
2208,0.00000
9588,0.00002
6113,0.00003
145,0.00000
2315,0.92620
3928,0.99998
5674,0.00000
650,1.00000
6530,0.99999
5040,1.00000
12094,1.00000
11482,1.00000
10712,1.00000
4230,0.99998
7445,1.00000
4187,0.00000
8031,0.99990
3901,0.00000
8123,1.00000
2826,0.99999
7868,0.00001
9979,0.00000
3871,0.00008
3493,0.00000
9659,1.00000
5882,0.99999
7443,1.00000
7168,1.00000
399,1.00000
5920,0.00000
1920,0.00000
3665,0.00000
11295,0.00000
7070,0.00000
1308,1.00000
609,0.00000
10100,1.00000
586,0.00000
1742,1.00000
10677,0.00000
7555,1.00000
8766,0.00000
553,0.00008
1858,0.00000
156,0.00000
1668,0.00003
5768,1.00000
5954,0.00000
12435,1.00000
3830,0.00000
6146,0.00000
7753,0.00000
10728,0.00000
5478,1.00000
11549,0.00000
10577,0.00000
11230,0.99998
10012,0.00000
5017,0.99998
5925,1.00000
85,1.00000
2530,0.00000
4870,1.00000
7344,1.00000
3141,1.00000
6121,0.92177
351,0.00000
7541,1.00000
3419,1.00000
10111,0.00000
4849,1.00000
9413,1.00000
4156,0.00000
7166,1.00000
4480,0.99988
11022,0.00000
7388,0.00002
10558,1.00000
9732,0.00000
4680,0.99999
4803,1.00000
7130,0.99972
8779,0.99995
11224,0.99999
1031,0.00000
11532,0.93076
4867,1.00000
10684,1.00000
9270,0.78034
10827,0.00000
8322,0.00000
2054,1.00000
4590,1.00000
9096,0.00000
2408,0.00000
1224,1.00000
2721,1.00000
1271,1.00000
1029,0.00000
5617,0.99999
4715,1.00000
4193,0.00031
3095,1.00000
10327,0.99995
9434,0.00000
9809,1.00000
12005,1.00000
12272,0.00000
4960,0.99770
558,1.00000
6280,1.00000
4394,0.00000
6511,1.00000
6429,1.00000
2094,0.99952
10296,0.00000
10068,0.00000
2980,0.00000
7307,0.00003
7855,0.00000
877,0.00000
1844,0.00000
872,0.00000
1988,0.00000
233,0.00000
12008,0.00000
7505,1.00000
11807,0.00000
7005,0.00000
268,0.00000
3411,0.00000
8755,0.99725
7553,1.00000
2089,0.00000
4442,0.00015
6794,1.00000
4928,0.00000
1821,1.00000
9556,0.12100
7592,0.01136
190,1.00000
2194,0.98999
1792,0.00000
4716,0.00000
4312,0.00002
3244,1.00000
676,0.99998
690,0.40960
8587,0.00333
3992,0.00000
9308,0.26301
416,0.00000
10488,1.00000
11547,0.00000
3988,1.00000
5640,0.99999
2007,0.99995
903,0.99998
6356,0.99937
1976,0.00000
3315,1.00000
5210,0.00000
3192,1.00000
5209,0.07241
10552,0.00000
2536,0.00000
6243,0.00000
10462,1.00000
9844,1.00000
4115,0.00000
6748,0.00000
8760,0.00000
12389,0.00000
8759,1.00000
5021,1.00000
3890,0.00000
5096,1.00000
3873,0.00000
9868,0.06239
9558,0.89571
11497,1.00000
103,0.00000
8645,0.99998
5938,0.99973
7781,0.00001
12250,0.00000
9860,0.00000
11061,0.00000
4438,0.00010
2006,0.00827
4877,0.00000
4552,0.00000
5871,0.08356
2493,0.00000
1596,0.99998
3425,1.00000
230,0.00015
9894,0.00000
10422,0.65525
5206,0.00000
3434,1.00000
5191,0.99990
8880,0.99872
1706,0.99997
9366,1.00000
11961,0.99159
8453,0.00000
9130,0.00000
4224,0.99996
7199,0.95456
8053,0.00001
10943,0.00001
2079,0.02727
27,0.99993
5255,0.00000
11419,0.99997
3409,1.00000
2790,0.00000
7048,0.00000
4824,1.00000
6793,0.00001
112,1.00000
6151,0.99797
10181,0.99999
8403,0.99999
9616,0.99311
12356,0.00000
5155,1.00000
1361,0.00000
9684,1.00000
4634,0.00000
2572,0.00448
4656,0.98090
5777,1.00000
1007,1.00000
5465,1.00000
8749,0.00000
1614,0.00004
10921,0.00016
8733,0.99990
10284,1.00000
330,0.45307
2876,1.00000
5361,1.00000
10777,1.00000
9709,0.00000
128,0.00000
9650,0.00011
3263,0.00000
2406,1.00000
7156,0.00000
7356,0.00000
6241,1.00000
1557,1.00000
2375,0.00000
1734,0.00001
11303,1.00000
6103,0.99999
4122,0.99999
7428,0.00000
9464,0.00000
9509,0.99995
11000,0.02741
1624,0.00041
10774,0.00000
6291,0.00000
1078,0.00000
1643,1.00000
9758,1.00000
8223,1.00000
2510,1.00000
5472,0.00000
4712,0.00000
9778,1.00000
9031,1.00000
8472,0.00004
6480,1.00000
12185,1.00000
6060,0.00000
7524,1.00000
6552,0.22717
3807,1.00000
10115,0.00000
2979,0.00004
3354,1.00000
3413,1.00000
4568,0.00000
5165,1.00000
3585,1.00000
7392,1.00000
671,0.00000
6616,0.00000
8397,0.00000
10689,1.00000
11334,1.00000
1694,0.00000
1775,0.00000
8850,0.98598
2357,0.99992
11894,1.00000
5479,1.00000
3827,1.00000
970,1.00000
11102,0.00003
3560,0.00003
7693,0.00000
11474,0.00001
10869,1.00000
3470,0.99999
10764,0.00000
7606,1.00000
8769,0.06360
342,0.00000
9300,0.99998
7395,1.00000
4181,0.00000
10524,1.00000
11045,0.00000
9835,1.00000
11483,1.00000
4348,0.00000
4922,0.00000
5200,1.00000
4798,0.00000
8034,0.00000
9829,0.00000
11874,1.00000
5108,0.00000
9541,0.00000
7580,1.00000
1724,0.00002
9621,0.00000
11028,0.00000
3324,0.00000
7907,1.00000
6488,0.00000
10930,1.00000
8684,0.00000
5336,1.00000
3776,0.00056
7259,1.00000
11663,1.00000
2153,0.00001
5955,0.99991
8338,0.00000
4643,1.00000
3417,1.00000
10024,1.00000
5144,0.00000
1850,1.00000
398,0.00000
4167,0.00000
4586,1.00000
8835,1.00000
4540,0.00000
1861,0.00000
1699,0.79305
5632,0.00003
8776,0.00000
2322,1.00000
6547,0.00000
4755,1.00000
2374,1.00000
11697,1.00000
6545,1.00000
4272,1.00000
10002,0.00000
11840,1.00000
1989,1.00000
7817,1.00000
976,0.00000
12100,0.00458
5365,0.00000
10290,1.00000
9801,0.00000
613,0.00000
1106,1.00000
12443,1.00000
4251,1.00000
1678,0.99998
9073,1.00000
10678,0.00000
7455,1.00000
1336,0.00000
7833,0.00000
4364,0.00000
5566,0.00000
6199,1.00000
5098,1.00000
10367,0.98969
890,0.97485
11272,1.00000
531,0.99995
